image;caption
110671345.jpg; The lady has a black sling bag .
535437633.jpg; A man in a short-sleeve white polo shirt is checking himself out with a woman with short brown hair and a name badge in a library .
535437633.jpg; A man and a woman looking at a self check out machine .
535437633.jpg; A person is buying something using self-checkout .
4887197825.jpg; It is nighttime and 3 men that are trapeze artists performing simultaneously , one upside down on a motorcycle , one hanging from a bar underneath the first one and one at the bottom hanging upside down by his knees .
4887197825.jpg; acrobats wearing white shirts and red pants dangle from a motorcycle on a long wire while another acrobat wearing the same outfit flips himself upside down on the handlebars .
4887197825.jpg; Three acrobats in red pants and white shirts perform on a tightrope , with one of them upside down on a motorcycle on the top of the rope , one hanging by his hands below the motorcycle and the third below him , hanging by his knees .
2434440948.jpg; An important older man gives a speech to reporters .
2434440948.jpg; A man stands speaking to a crowd of sitting people , all wearing business attire .
2434440948.jpg; An elderly gentleman in a suit gives an address to a group of seated listeners .
4859793807.jpg; Men fill the streets of a European city .
4859793807.jpg; A crowd of people is walking on a sidewalk .
4859793807.jpg; A busy street with lots of people and an old man in a blue shirt in front .
3809063851.jpg; A band is playing music in a park .
3809063851.jpg; Street musicians playing music in the park .
3809063851.jpg; A band is playing outside .
289639811.jpg; A group of men playing soccer in a stadium full of people .
289639811.jpg; A soccer game where a corner kick is about to take place .
289639811.jpg; Spectators view of soccer game .
6075991802.jpg; A very young boy is sitting on his preschool type bicycle under an outdoor table .
6075991802.jpg; A young boy on his bike rides past a table and looks around him .
6075991802.jpg; A boy who is wearing a white color shirt and denim trouser is riding the bicycle .
402668805.jpg; A boy in karate class kicks in unison with his classmates .
402668805.jpg; A young buy kicking in his karate gi next to another child .
402668805.jpg; A young boy at karate class kicks his leg high into the air .
527968666.jpg; A black dog on a leash walking in water
527968666.jpg; A big , furry , black dog is on a blue leash and is coming out of the water .
527968666.jpg; A black dog on a blue leash is walking in a stream .
2113996953.jpg; An Asian woman is sitting on a curb while wearing a hat with two fruit baskets attached to it .
2113996953.jpg; A lady sitting on the round with two baskets of bananas in front of her .
2113996953.jpg; A woman sitting on the side of the rode selling bananas .
121800200.jpg; A group of climbers begin up a sheer rock face .
121800200.jpg; A group of rock climbers climb a rock wall in a forest .
121800200.jpg; The flat side of a large , rocky mountain .
4903031459.jpg; Two men are laughing in front of a light .
4903031459.jpg; two people smiling at something wearing t-shirts .
4903031459.jpg; An older and younger man smiling .
3121219649.jpg; Three men look at a tree in the woods .
3121219649.jpg; Three men in the middle of the woods are looking at a tree .
3121219649.jpg; Three men are standing in a forest .
4328470369.jpg; In a school gymnasium , three girls look on while a boy prepares to shoot a basket .
4328470369.jpg; Four children are standing around in a dimly lit gym with a basketball hoop behind them , with one of the children holding a basketball .
4328470369.jpg; Four kids playing basketball in a gym .
4939698838.jpg; A woman wearing orange is putting a bowl into a dishwasher next to another woman that is reaching for dish soap .
4939698838.jpg; Two women , one wearing pink and one wearing orange doing kitchen chores .
4939698838.jpg; Two woman in a kitchen while the one in orange has a bowl in her hand and is bending down .
3127614086.jpg; a basketball player attempts to get the basketball from another player .
3127614086.jpg; Fast paced basketball action
3127614086.jpg; The basketball player wearing the white outfit and orange sneakers is doing a lay up .
7690660482.jpg; Vintage car with people in costume riding in a parade .
7690660482.jpg; A lady dressed in patriotic American clothing riding in the back of a convertible in a parade .
7690660482.jpg; Two patriotic women in the back of a classic convertible ride along in a small parade .
4773293976.jpg; A teenager sitting on the steps deep in thought .
4773293976.jpg;" A boy in a black hoodie is sitting on a step that says , "" moose RVS. """
4773293976.jpg; A young man in a black hoodie is sitting on a curb .
2648165716.jpg; A little boy in a Winnie the Pooh T-shirt is waiting to swing his red bat .
2648165716.jpg; A little boy holds a bat in the air waiting on the ball .
2648165716.jpg; A small child swings back a red baseball bat .
2034865941.jpg; A woman wearing a blue shirt and holding a baby looks down at a little girl wearing a lime green shirt and pink shoes .
2034865941.jpg; A mother holds here baby on a sidewalk with her young daughter at her side .
2034865941.jpg; A mother holds one child and watches as the other stares around .
511121024.jpg; A woman wearing a scarf covering her head and a long dress shops for vegetables at an open air market .
511121024.jpg; A man is looking at some produce for sale on the street .
511121024.jpg; A man is buying fruits and vegetables at an outdoor market .
2027440528.jpg; A man riding a motorcycle on a city street .
2027440528.jpg; A bearded man in a white t-shirt is riding a motorcycle .
2027440528.jpg; A middle-aged man riding his black motorcycle through a neighborhood .
2088263269.jpg; A man carrying a basket of foreign money .
2088263269.jpg; An elderly man in a Hawaiian shirt and lei carrying a basket over his shoulder filled with what seems to be a form of currency .
2088263269.jpg; An older man wearing a blue shirt is carrying something in a basket woven from leaves .
697490420.jpg; A man in a bathing suit stands near a yellow kayak .
697490420.jpg; Man prepares to take a kayak ride .
697490420.jpg; A shirtless man walks toward a yellow kayak .
77740577.jpg; A woman wearing a pale shirt and jeans is sitting on a couch next to a man in a maroon shirt .
77740577.jpg; A lady with long brown hair is wearing a tan sweater and is sitting on a couch with a man .
77740577.jpg; A man and woman rest on a sofa , with holiday wrapping paper beside their feet .
130500771.jpg; A man is walking by a large outdoor planter and about to enter an outdoor seating area for a restaurant .
130500771.jpg; A man in a white shirt and black pants looks on as other people are seated at tables beneath green umbrellas .
130500771.jpg; An outdoor cafe with people sitting while a man in white shirt is walking toward them .
5171265627.jpg; Looks like a man wearing a black uniform riding a brown horse in what looks like a parade .
5171265627.jpg; A man in a suit rides a brown horse .
5171265627.jpg; A man in a uniform is riding a horse in a parade .
6221812098.jpg; Children play soccer as adults look on .
6221812098.jpg; A kid is running after an airborne soccer ball during a game in a sunny field .
6221812098.jpg; A male teenager soccer player chasing the soccer ball during a game .
3160531982.jpg; A person is parasailing as the sun sets .
3160531982.jpg; A parachute is making his landing as the sun sets behind him .
3160531982.jpg; A silhouette of a figure parachuting at sunset .
4910373302.jpg; Lady in the black shirt is holding the book .
4910373302.jpg; A lady and young girl read a book .
4910373302.jpg; A woman is reading with a child .
2096686198.jpg; A man in a blue shirt makes a funny face .
2096686198.jpg; Two people are in the kitchen .
2096686198.jpg; A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him .
6668564001.jpg; A man and a woman eating a meal together .
6668564001.jpg; A man and a woman are sharing a meal at an outside restaurant .
6668564001.jpg; I see a bearded man and elderly lady sharing a bowl of food .
6468655581.jpg; On a beautiful , blue-sky day , a half-dozen runners are seen passing a modern building in what seems to be a marathon .
6468655581.jpg; The man dressed in running clothes walks along the street .
6468655581.jpg; A race runner makes his down the street with the Capital building in the background .
4069292165.jpg; A woman sits in a cage playing with two rabbits .
4069292165.jpg; An older person , sex indeterminate , visits with two spotted rabbits in a large cage .
4069292165.jpg; Woman sets in cage and plays with rabbits .
5938759184.jpg; four girls synchronizing dance recitals in which they are wearing blue and purple outfits .
5938759184.jpg; Colored lights illuminate three barefoot dancers in shades of pink , red , and blue as they raise their right feet and make circles with their arms .
5938759184.jpg; Show dancers performing in sync with purple background lights .
3766335291.jpg; An old man standing close to a running train .
3766335291.jpg; Three men and one is checking his cellphone .
3766335291.jpg; Several people standing around on a subway train .
3061481868.jpg; Two people are on a black motorcycle driving very fast .
3061481868.jpg; Two people ride together on a motorcycle
3061481868.jpg; Two people on a motorcycle .
6888161449.jpg; During a sporting match , several players in black uniforms run down the field while the ball is in midair .
6888161449.jpg; Soccer players chase after the ball during a game .
6888161449.jpg; I 'll kick this ball higher than you every time we meet .
3417037373.jpg; A group of children in costume , learning a dance from an instructor .
3417037373.jpg; Children and adults in bright colored clothes are dancing .
3417037373.jpg; The people are making hand gestures .
4857776520.jpg; A man and a woman look at the sky while the man smokes a cigarette .
4857776520.jpg; A man and women wearing sunglasses are looking up .
4857776520.jpg; A man and a woman look up while the man smokes a cigarette .
6282165546.jpg; Two teams skating .
6282165546.jpg; There are people on rollerskates with one player charging and another player blocking .
6282165546.jpg; Two teams of men , one team in blue and the other in camouflage uniform are skating .
6887324285.jpg; A man wearing a purple cap , yellow snow goggles , a periwinkle jacket and red backpack moves quickly through powdery snow near a winter tree .
6887324285.jpg; An individual is skiing or snowboarding
6887324285.jpg; A skier skiing after a snowstorm .
2501942587.jpg; A group of people walk through a carnival .
2501942587.jpg; People standing outside at a carnival .
2501942587.jpg; Several people are in a front of a colorful painted building .
2440309761.jpg; Little boys in their red uniforms play soccer outside .
2440309761.jpg; Two boys in red uniforms are playing soccer .
2440309761.jpg; Two boys in red uniforms playing soccer .
2391048897.jpg; Four people wearing backpacks walking in a line along a mountain trail .
2391048897.jpg; A group of hikers hiking along dirt trail .
2391048897.jpg; Two boys and two girls walk away from the camera , down a trail on the side of a hill wearing backpacks and jackets , though one girl does n't have a backpack on her back .
5225747391.jpg; Two men , both in strange hats , working over rocks in a busy urban street .
5225747391.jpg; Two Asian guys are doing construction work in the middle of a road .
5225747391.jpg; Two asian men working on the side of a street with parked cars .
3972572766.jpg; A man is shining shoes .
3972572766.jpg; A man is shining dress shoes .
3972572766.jpg; A older man wearing a hat while shining shoes .
3078229723.jpg; Man holds the hand of two children .
3078229723.jpg; Two boys eating ice cream are holding the hands of an adult .
3078229723.jpg; The man is holding the hands of two boys .
6681701101.jpg; One woman is sitting down getting her haircut by another woman wearing a watch and bracelet .
6681701101.jpg; An Asian woman combs another woman 's hair with scissors in her hand , while the other woman sits in a barber 's gown .
6681701101.jpg; Asian woman combing someone 's hair .
2522498597.jpg; Three young girls and two blond women are jumping rope on the beech .
2522498597.jpg; Women play jump rope with children .
2522498597.jpg; Three blond girls and two blond women are playing with a jump rope in the dirt .
6993511259.jpg; Three people in a race running outside in the sunshine with participant numbers on their belly 's .
6993511259.jpg; Three people running a race next to a body of water .
6993511259.jpg; Three people are jogging together in a race .
3409740108.jpg; several muzzled greyhound dogs racing around a track
3409740108.jpg; Five greyhounds are racing on a sand track .
3409740108.jpg; The number 2 dog in the blue vest is in the lead at the dog races .
3119517310.jpg; A waiter displaying a fine meal to a customer .
3119517310.jpg; In a busy restaurant , a man faces the camera holding out a dish of food .
3119517310.jpg; A waiter dressed in business attire holds up a pan filled with meat laden with sauce and garnished with lemon .
3454621502.jpg; A dog leaps on the sandy beach .
3454621502.jpg; A black dog running on the beach near the shore .
3454621502.jpg; A black dog runs on the beach .
2079491560.jpg; The mother is in the kitchen cleaning , she has her cleaning clothes on .
2079491560.jpg; A smiling redheaded woman wearing a blue top and jeans stands beside a white fridge and stove in a small kitchen space .
2079491560.jpg; A woman in jeans with a sponge in her handstanding in a small kitchen near the range .
4448469248.jpg; Redheaded woman and long-haired man .
4448469248.jpg; A redheaded female and brown-haired male wearing glasses stroll together .
4448469248.jpg; A man and a woman in glasses are walking side-by-side on a busy pedestrian street .
2766854400.jpg; A young boy in an orange shirt has wild hair after sliding down a slide .
2766854400.jpg; A young boy with his hair standing up , is sliding down a blue slide
2766854400.jpg; The kid in the orange shirt is sliding down a teal slide .
4931873269.jpg; Three children play on the grass under a multicolored umbrella and wearing rainbow colored outfits .
4931873269.jpg; Three young , blond girls wearing brightly colored clothes are having fun outdoors under a rainbow colored umbrella .
4931873269.jpg; children sitting on the grass and covered with a umbrella .
3485816074.jpg; A rugby player in black is pushing his way through a player in red whilst carrying the ball .
3485816074.jpg; A rugby player in a black and yellow uniform runs down the field while number six on the other team tries to tackle him .
3485816074.jpg; A rugby player defends the ball against a member of the other team attempting to tackle him .
2289711389.jpg; An Asian chef makes kabobs .
2289711389.jpg; A man wearing gloves and a hat is cooking something on the grill .
2289711389.jpg; A man wearing a white hat and white gloves is preparing food .
3099294440.jpg; Several musicians perform on stage .
3099294440.jpg; A woman and a man are playing the guitar while another man is singing .
3099294440.jpg; A man is on stage singing , while the band plays behind him .
2810457590.jpg; There is a concert going on .
2810457590.jpg; A man on a stage raising his hand and smiling .
2810457590.jpg; People setting up for a band .
3643087589.jpg; The large brown dog faces the little white dog on the grass .
3643087589.jpg; Two dogs playing in a yard .
3643087589.jpg; A small white dog and large brown dog play on the grass .
354642192.jpg; A person swims in a body of water with a waterfall .
354642192.jpg; a person swimming in a pretty lake with a waterfall in the background
354642192.jpg; A person swims in a pool by a waterfall .
4639918324.jpg; We are about to get the part starting with this motocross race .
4639918324.jpg; One person is riding a motorbike in a riding suit .
4639918324.jpg; A dirt bike rider fully dressed in his safety gears rides on a muddy dirt road .
452385803.jpg; Two men are working in a garden .
452385803.jpg; Two young males working in a garden .
452385803.jpg; A man in a blue shirt watches a man in a black shirt and jeans lean against a shovel that 's embedded in a patch of dirt in a garden .
4721142101.jpg; A young woman in a red tank top is reading outdoors .
4721142101.jpg; A woman in a red tank top and capri jean pants sits shoeless on the beach .
4721142101.jpg; A woman reading in the park with her shoes off .
2447750378.jpg; A man wearing a light blue shirt and glasses is talking to two gentleman in front of his kiosk
2447750378.jpg; A man explains a display to two other men .
2447750378.jpg; Men discuss something while in front of stand .
3258396041.jpg; A man holding a microphone in front of a person 's face .
3258396041.jpg; A man holding a microphone up for a woman .
3258396041.jpg; A man in a black jacket holds a microphone up to a girl 's face .
4745172392.jpg; Pale woman holding umbrella over her and a man .
4745172392.jpg; A woman shades herself from the sun with her umbrella .
4745172392.jpg; women at an outdoor market use an umbrella for shade .
3453259666.jpg; Two small children wearing blue jeans enjoy swinging in a tire swing .
3453259666.jpg; two small children happily playing on a tire swing .
3453259666.jpg; Two children swing around in a tire swing at a park .
2774287870.jpg; People are standing in a restaurant with yellow walls .
2774287870.jpg; Here is a picture of customers standing in line of a Mexican Restaurant .
2774287870.jpg; A man wearing gray and yellow shirt is standing against a wall in a restaurant .
7505172796.jpg; A young schoolgirl is smiling at the camera .
7505172796.jpg; Young school children are standing outdoors .
7505172796.jpg; A schoolgirl wearing a white dress , blue-striped knee socks , a blue tie , and braids , smiles in front of a line of her classmates .
4806000438.jpg; Men wearing red and white stripe shirts and wearing blue hats carrying flags outside a brick building .
4806000438.jpg; Three men in red and white striped shirts , white pants , and black hats hold flags .
4806000438.jpg; old men in striped shirts holding flags
145721496.jpg; An egret stands on a rock at the edge of a river .
145721496.jpg; A bird is standing on a rock overlooking a waterfall .
145721496.jpg; A long-necked bird standing on a rock with waves crashing in the background .
6979303317.jpg; Three men are smiling and posing behind a truck loaded with various construction supplies .
6979303317.jpg; Three people stand proudly by a truck stocked with building supplies in the street .
6979303317.jpg; Three working men smile in front of a truck while holding construction equipment .
1228304869.jpg; A man in a red and white checked shirt plays in a park .
1228304869.jpg; A man in a red plaid shirt playing Frisbee golf .
1228304869.jpg; The man in a red checkered shirt is having beer and playing frisbee in the park .
3971425242.jpg; A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with pink hair .
3971425242.jpg; A seven piece band plays on a small crowded stage in front of a person wearing a checkered hooded shirt .
3971425242.jpg; People at a club talking and listening to the band .
3500115252.jpg; A cat watching a dog with a toy .
3500115252.jpg; The dog plays with a purple toy near a cat .
3500115252.jpg; A black dog is playing with a blue doll on a white carpet .
6142026295.jpg; There 's cyclist in street .
6142026295.jpg; Herds of bikers race by the spectators .
6142026295.jpg; Several men wearing several different colors are attending a bike rally .
7309159954.jpg; A football punter with a white and red jersey who is about to punt a kick and his teammates are giving chase after the ball .
7309159954.jpg; A football team running down the field with the quarterback making the kickoff .
7309159954.jpg; Football players in white , red , and black uniforms run down the field by the 30 yard line .
3441965806.jpg; A woman looking at items in a store .
3441965806.jpg; A woman is shopping at a market
3441965806.jpg; A woman walks around and browsing at a market .
4615085714.jpg; Woman in green and white striped cap stands near graffiti .
4615085714.jpg; A girl in a green and white striped hat looking down in front of a wall decorated with a painting of a man 's face .
4615085714.jpg; A young woman walking through a run down alley .
2572604969.jpg; A white woman sits and reads while surrounded by six young black children .
2572604969.jpg; Boys having some great moments with a missionary in the city of Kinshasa , Democratic Republic of Congo .
2572604969.jpg; A white woman reads a book to 6 black children .
4571034074.jpg; A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right .
4571034074.jpg; A young woman with a red ribbon holding her hair back at a social event
4571034074.jpg; Brunette girl gives puzzled look while carrying a purse .
3202798691.jpg; This man is riding a bicycle with a coca-cola basket on the back down a dirt road .
3202798691.jpg; A man in a white shirt on a bicycle with a Coca Cola crate on the back rides down a red dirt road .
3202798691.jpg; Single black male riding a bike with a basket on the back that says coca-cola on it .
4520518550.jpg; A woman with long dark hair is walking on a sidewalk past some tall buildings , while two other people walk across the street with their dog .
4520518550.jpg; A young woman in jeans walks down a city street .
4520518550.jpg; A woman with long dark hair walks away down a sunny , European street .
4486403483.jpg; A woman wearing sunglasses with her two dogs next to her and the ocean in the background .
4486403483.jpg; A woman relaxes on the beach with her two dogs .
4486403483.jpg; A woman sits on the beach with two dogs .
4704158670.jpg; A woman in a purple top carries a red and white umbrella .
4704158670.jpg; A woman in purple clothes with a white and red umbrella .
4704158670.jpg; A woman wearing a purple top is walking in the rain carrying a white and red umbrella .
7157359077.jpg; a guy with a white shirt making a pool shot
7157359077.jpg; An older middle class man is lining up his next shot in a billiards game .
7157359077.jpg; Scrunching one eye and aiming carefully at the pool table to sink a ball .
4510764354.jpg; Catholic boy standing at a podium .
4510764354.jpg; A young man in a blue shirt reads off of a stand in a highly ornate church .
4510764354.jpg; A young man in a blue shirt standing at a podium .
6025897064.jpg; A musician is singing and playing guitar on stage .
6025897064.jpg; a guitarist with a black shirt on stage playing guitar and singing
6025897064.jpg; Guy getting really into his guitar solo .
4745414475.jpg; A girl dressed in white , sitting down , holding flowers .
4745414475.jpg; Little girl in her bridesmaid dress sitting down with the bouquet .
4745414475.jpg; A little girl in a white dress sits in an open doorway holding a bouquet of flowers .
4696008519.jpg; A man in a skirt is playing a game on a field .
4696008519.jpg; A body builder wearing a Nike shirt throws a heavy object .
4696008519.jpg; A man in a skirt is trowing a large weight .
2317665783.jpg; A person wearing orange getting on a bicycle .
2317665783.jpg; An old man is biking in the street .
2317665783.jpg; A man wearing brown is outside next to a bicycle
4834130488.jpg; several people are lounging around statued fountain .
4834130488.jpg; People are relaxing on the sidewalk near the statues .
4834130488.jpg; A group of people relax and site see at an outdoor statue design .
6724744429.jpg; A man smoking a cigarette looks down at a person with a basket of green vegetation on their head .
6724744429.jpg; A man and young boy taking a break after fishing .
6724744429.jpg; Two older Asian people carrying a large basket of products that they harvested .
3376809186.jpg; Many people are in the water near a hillside .
3376809186.jpg; A group of people are in the water .
3376809186.jpg; Many people swimming is a lake surrounded by trees and houses .
2928580824.jpg; A woman is posing for a picture next to an airport .
2928580824.jpg; This is a woman , wearing a blue pants suit , standing on a brick like sidewalk
2928580824.jpg; A middle-aged woman walks out of an airport as a family passes by behind her .
2081141788.jpg; Three children jump into a hotel pool from an artificial island .
2081141788.jpg; Three children jumping into a pool with a palm tree in the middle .
2081141788.jpg; Three children jumping into a pool .
2194794307.jpg; The whole neighborhood is out enjoying the winter weather and having fun with their children .
2194794307.jpg; People enjoying the outdoors on a snowy day .
2194794307.jpg; A crowd of people in a lightly snow covered opening with trees to the left and buildings in the background .
3640661245.jpg; A girl with a red headband is holding pink camera .
3640661245.jpg; One young girl dressed in red polka dot outfit plays with toy .
3640661245.jpg; A girl in red and white plays with a purple toy .
8018752014.jpg; An older food vendor , in a white embroidered shirt , maroon vest and checked apron , is sitting , leaning forward , with her elbows on her knees and her hands clasped , behind her foodstuffs .
8018752014.jpg; A woman is working selling food at an open air bazaar .
8018752014.jpg; A woman sits behind baskets of fruit at a market .
5019568325.jpg; A young black man wearing a dark leather jacket and gloves is standing on a lit stage , looking down .
5019568325.jpg; A singer in the spotlight poses in his leather jacket .
5019568325.jpg; A singer wearing a leather jacket performs on stage with dramatic lighting behind him .
6907187997.jpg; Two men from opposing teams jump and reach high in the air in an attempt to grab a Frisbee .
6907187997.jpg; Two guys jumping for a Frisbee .
6907187997.jpg;" Two guys ; one in white and the other in red are leaping to catch a Frisbee ."
3433583068.jpg; A worker climbing up the house .
3433583068.jpg; a man is putting in a window on the outside of a building surrounded by orange caution mesh .
3433583068.jpg; A man working doing construction work on a building .
938661426.jpg; A british band having a practice at night in their red uniforms .
938661426.jpg; A Marching Band practicing at night .
938661426.jpg; The marching band practicing outside during the night .
4684005479.jpg; Man in a blue number 78 sports jersey walking down city street past a white SUV
4684005479.jpg; A man wearing a jersey is walking down a street .
4684005479.jpg; Man in blue shirt with the number 78 on the back walking down that street .
4205752656.jpg; A woman with a long brown coat stands under a black umbrella in a street full of people with a smirk on her face .
4205752656.jpg; Crowd of people walking down a city street .
4205752656.jpg; There are many people walking through a town that has worn out buildings .
4772240224.jpg; At least eight people are sitting at a table in a building that overlooks the city .
4772240224.jpg; Several people sit on bar stools overlooking a city .
4772240224.jpg; Row of people sitting at a bar stool table looking out a glass wall .
4718950442.jpg; A man in a blue hat and glasses is adjusting a camera on a tripod .
4718950442.jpg; A man in a blue cap getting ready to photograph a scene .
4718950442.jpg; A man sets up his video camera on field .
3939554170.jpg; A smiling girl in a white t-shirt and pink pants , smiling and standing in a contraption .
3939554170.jpg; A little girl is standing inside a circular contraption with bubbles on it .
3939554170.jpg; A little girl at a museum .
2891617125.jpg; A man rides a pinkish motorbike on a hill .
2891617125.jpg; Man riding a dirt bike on a dirt track .
2891617125.jpg; A person riding a dirt bike .
2954965644.jpg; Man with fuzzy hair playing axe throw .
2954965644.jpg;" A man with an afro and wearing a blue t-shirt is playing an "" axe throw "" game that requires him to throw small axes at targets that resemble steer heads ."
2954965644.jpg; a kid with curly hair playing axe throw
2202443907.jpg; A person in a green shirt is looking up at the sky using a telescope .
2202443907.jpg; A woman looking at the daytime sky through a telescope that 's on a tripod .
2202443907.jpg; An Asian woman peers up at the daytime sky with a telescope .
47870024.jpg; a young boy wearing an orange helmet riding a scooter
47870024.jpg; A child on a scooter is jumping the curb .
47870024.jpg; A boy on a scooter .
4612281699.jpg; A young boy and girl play in a flooded street in front of a green house .
4612281699.jpg; Children play together in a recent flood .
4612281699.jpg; A young boy and a young girl play in the flood waters of their neighborhood .
3550255426.jpg; A girl is jumping a hurdle and about to touch ground .
3550255426.jpg; A female hurdle-jumper is caught in midair clearing a hurdle in a track-and-field setting .
3550255426.jpg; A girl in a yellow tank top jumping a blue hurdle with people in the background .
1255599434.jpg; Two boys playing in the water wearing shorts .
1255599434.jpg; Three boys playing in the ocean .
1255599434.jpg; Two young boys in swimming trunks are in the water looking at each other .
3992015885.jpg; A man dressed in various shades of green , with only his hands exposed , appears to be in control of a set of handlebars to an unknown apparatus .
3992015885.jpg; A woman in green is pushing an orange object .
3992015885.jpg; A person fully covered with their head and faced concealed holding a orange handle .
6721214117.jpg; A man in black pants and a red shirt is bowling for the UK .
6721214117.jpg; A man is bowling with various national flags displayed at the opposite end on the bowling alley .
6721214117.jpg; A man wearing black pants and a red and gray shirt bowling on lane 8 .
4151424348.jpg; Man in yellow playing guitar on a bench while a child watches .
4151424348.jpg; A man dressed in yellow with reggae-style adornments and dreadlocks is playing guitar on a bench .
4151424348.jpg; A young boy looks on as a man performs the guitar on the street while sitting on a bench .
3782318456.jpg; Five men in asian inspired garb wrap clothes around their heads while people converse in the background .
3782318456.jpg; A group of men on their knees tying bandannas around their heads in preparation for a fencing match .
3782318456.jpg; Students and parents prepare for a martial arts tournaments by preparing padding and masks .
448658518.jpg; A large man dressed in black on a street corner by a red brick building .
448658518.jpg; A man dressed in black is waiting at a crosswalk .
448658518.jpg; A man stands at a traffic light , waiting to cross the street .
4179455963.jpg; A man and three children riding a bike with four seats .
4179455963.jpg; Three young children wearing winter coats and hats ride on the front end of a bicycle built for four while a blond adult wearing a black coat rides on the backseat .
4179455963.jpg; Mom and her three children riding on a bicycle built for four .
4823779752.jpg; A man playing a violin is in front of another man playing the accordion .
4823779752.jpg; A Caucasian male is playing the violin .
4823779752.jpg; A group of musician are entertaining the community .
3061422245.jpg; A person carrying many bags .
3061422245.jpg; A person is carrying many bags .
3061422245.jpg; A man walking down the road with a bunch of bags
3321715926.jpg; Customers buy cut raw fish at the market .
3321715926.jpg; An Asian fish market with fish being cut up for sale .
3321715926.jpg; A man with black hair is cutting fish .
3394750987.jpg; A man is skateboarding down a railing on some stairs .
3394750987.jpg; A boy on a skateboard grinding down a handrail .
3394750987.jpg; A young boy does skateboarding tricks down metal stairs .
471668102.jpg; A man relaxes in the shade watching the beach .
471668102.jpg; A person relaxing by the water .
471668102.jpg; several people reclining in front of a inactive concrete fountain .
847782643.jpg; Two kids lie on a rug near wooden blocks and smile .
847782643.jpg; two young girls lay on the carpet next to wooden blocks .
847782643.jpg; Two children laying on the floor with a group of wooden blocks above their heads .
2737097000.jpg; People trying to improve the compound near in their school in downtown Los Angeles .
2737097000.jpg; Three young people planting flowers and covering the area with a tarp .
2737097000.jpg; Three young people ( two boys and a girl ) lay tarp strips down around a pole circled by flowering plants , across the street from what appears to be a fire station .
3577744721.jpg; Friends hang outside a local bar .
3577744721.jpg; A younger man with a fedora has two empty bottles held up to his mouth .
3577744721.jpg; Europeans enjoying wine straight from the bottle .
7651721222.jpg; 3 guys are biking down the street while onlookers view them .
7651721222.jpg; A bike race with three racers in biking clothes , the man in the middle has on red shoes and green sunglasses .
7651721222.jpg; A group of bicyclists ride down the race route while the crowd looks on .
8219080688.jpg; A older mustached gentleman with glasses and a hat strums an electric guitar in front of a blue microphone .
8219080688.jpg; A man with glasses and a mustache plays an electric guitar while standing behind a microphone .
8219080688.jpg; A man holds a guitar and sings .
3553225222.jpg; Young girl in red graduation suit flings her hat upward into the field .
3553225222.jpg; A young girl throws her graduation cap into the air .
3553225222.jpg; A child who is celebrating their graduation in a field .
4457893259.jpg; A man and a child playing in a yard .
4457893259.jpg; A man playing with a toddler in his yard .
4457893259.jpg; A man plays with a blond toddler in a backyard with brown grass .
2302747917.jpg; three children running barefooted in a gym
2302747917.jpg; A girl in green is running behind a boy in red in a sports arena whilst a girl in pink is running in the background .
2302747917.jpg; Three children running barefoot .
6319369709.jpg; A white , male , professional biker riding on the countryside .
6319369709.jpg; A middle-aged white male is riding a bicycle across a grassy trail with an intense look on his face .
6319369709.jpg; A man , wearing a helmet , biking though grass and dirt .
4554601589.jpg; A police office is using a bicycle to complete her duties .
4554601589.jpg; A police officer on a bicycle rests on a stone pathway in a lightly crowded area .
4554601589.jpg; A police officer on a bike looks around at the park .
3622216490.jpg; A young man with long hair ramps his skateboard into the air .
3622216490.jpg; A child does a skateboard trick off a ramp .
3622216490.jpg; a skateboard performs a trick off a quarter pipe .
4857838482.jpg; An overhead view of a crowd of people walking along the side of a river .
4857838482.jpg; every one is taking in the scenery , with the pretty Lights .
4857838482.jpg; People are gathered by the side of a river near some booths .
5326961690.jpg; A little baby in a pink hat lying naked and sleeping .
5326961690.jpg; A baby , wearing a pink knitted hat , sleeps peacefully on a blanket .
5326961690.jpg; A baby wearing a knit hat sleeps .
7053876907.jpg; An equestrian , in English riding attire , is on horse that is jumping over a hurdle for a competition while spectators watch in the background .
7053876907.jpg; The horse and the equestrian leap over the high bar .
7053876907.jpg; The horse jumps over the hurdle as a crowd watches .
57544895.jpg; A man practices with a three section staff in front of a red curtain .
57544895.jpg; Indoors in front of a red curtain , a martial artist in a white shirt and black pants takes a fighting stance with his nun-chucks .
57544895.jpg; A young adult male , wearing black pants , a white shirt and a red belt , is practicing martial arts .
4921249499.jpg; With a roll of toilet paper in reach a male is asleep at his desk .
4921249499.jpg; Man in a white shirt asleep at a desk .
4921249499.jpg; A man sleep in a chair next to a roll of toilet paper .
96978713.jpg; Some hikers are crossing a wood and wire bridge over a river .
96978713.jpg; Hikers cross a bridge over a fast moving stream and rocky scenery .
96978713.jpg; Three people are looking across a rope and wood bridge over a river .
6852123904.jpg; A man with a yellow shirt and brown overalls is standing behind a table of pastries .
6852123904.jpg; A man in a yellow shirt , brown overalls , a brown tie and a brown hat serves pie .
6852123904.jpg; A man wearing brown overalls , mustard colored shirt with brown tie and a brown hat , is smiling while putting food out on a table with a white tablecloth .
