image;caption
311619377.jpg; A black-haired woman in a parka is looking at burning incense sticks .
1001545525.jpg; Boys dancing on poles in the middle of the night .
521186251.jpg; The kids ride a boat in the water .
3774622914.jpg; A groom and his bride standing in front of a large cake .
7125381623.jpg; This version of street hockey is on between organized teams .
2344820947.jpg; Three people stand outside in front of an A-frame .
2252722473.jpg; Man in a coat , walking with plastic wrapped around shoulders , shielding himself from the cold .
6681942245.jpg; A woman in a green top is lifting a metal bowl off of the stove .
3053000489.jpg; Two women and a little girl are sitting on a log , in a grassy area with trees all around , having a meal .
2287313464.jpg; A woman with dark hair who is wearing an orange bikini lays out on a wicker chair .
141140165.jpg; a little league player points to another player .
2867460039.jpg; A band plays a concert for fans .
862560775.jpg; A man in a yellow shirt and wearing the number 12 is pulling on a rope that is tied to the front of a horse .
7345543488.jpg; a woman with glasses is singing into a microphone .
293575531.jpg; A team in white and gold on the sidelines of a football field .
5859913309.jpg; People of another country are gathered at the farmer 's market .
6917402231.jpg; The hand of a light-skinned human cracking an egg .
116482438.jpg; Old lady sitting in a room full of flowers .
3450776690.jpg; A little girl carries a younger girl on the sidewalk .
3183883750.jpg; Two kids smiling and holding a card .
4792160184.jpg; A man in a hat is laughing .
120474559.jpg; A man in a hat plays his keyboard that is attached to a computer .
16448369.jpg; Three seated people eating and drinking near trees , with three people standing in the background .
136679463.jpg; A unicyclist performs on the streets in front of a large crowd .
3671933270.jpg; A cyclist drinks water .
4690435409.jpg; A man in a black shirt walking down a crowded street with a girl in a flower shirt and Capri pants following closely behind him .
2277081067.jpg; Two girls playing at the beach one in pink and the other in black .
84962837.jpg; A man is reading a newspaper on a crowded subway train .
3313237692.jpg; Women gather in an office breakroom .
3628059004.jpg; Two smiling women in costumes standing in front of a microphone .
2365175507.jpg; A young man running hurdles in mid-jump .
2595397765.jpg; A group of adults and two infants enjoy dinner .
4753498346.jpg; Two identical people are completing different tasks .
4661269024.jpg; A man in a light blue shirt is bent over adjusting his boot , while his hat lays to his right .
33459741.jpg;" A woman in a long dress is outside walking with a green laundry basket in her hands in front of a brick building with an "" apartment for rent "" sign ."
3682338188.jpg; A man approaches a woman in bridal gown who is standing in the street with 7 other girls .
4097554482.jpg; A man in a suit is walking down the street carrying a brown paper bag .
305611825.jpg; Children are dressed in red , yellow , black and green tribal clothing .
4418969015.jpg; Appears to be an African tribe or family posing for a picture in the grasslands with a dog in the corner .
2573811416.jpg; People walking in a lot where it looks like construction may be about to occur .
3331021833.jpg; People gather for a farmers market day , shopping for groceries and clothing on a sunny day .
455168416.jpg; A man in a checkered shirt is putting oranges in a bag at a food market .
4808499261.jpg; Two people in black are sitting on the wall .
3009542570.jpg; The essence of nothingness .
4320882376.jpg; Two women are standing on a mound of dirt shoveling it .
5796947698.jpg; A staged sword fight exhibition with a guy drinking beer in the background .
3344632789.jpg; A skateboarder performs while others watch nearby .
4735873109.jpg; A man in a yellow and blue jeans is running through water .
613900608.jpg; Female street entertainer with horns doing a curtsey .
295258727.jpg; Two dogs run on either side of a road opposite from one another .
300314926.jpg; The man on the board uses the wave to jump high into the air .
317386541.jpg; Two hussars sit perched on horses , dressed in extravagant ceremonial wear , each holding a sabre in their right hand , reigns to the horse in their left .
2957702898.jpg; Two women stop between a red smart car and a group of photographers to examine their items in hand .
448227389.jpg; A man wearing a orange work vest is using a device to work on railing for public transit , in the city .
146098876.jpg; Four teens in school uniforms walk down a tropical road .
3472449219.jpg; A person riding a dirt bike on mud
3532587748.jpg; The boy is doing a handstand on the pavement .
4448061247.jpg; One man flips another with a martial arts move , as others train in martial arts in the background .
515664903.jpg; A man is rolling a suitcase in front of a bunch of red flowers .
2315325912.jpg; Two girls decorate a display board .
640290673.jpg; An audience is watching people in yellow perform .
4982540220.jpg; A group of onlookers conversing with craft vendors
2065309381.jpg; Snowboarder going down a fresh hill .
7719481340.jpg; LeBron James , playing for Team USA , is attempting a layup from underneath the basket .
4697344340.jpg; A boy in a yellow shirt rides on the back of another boy 's bicycle down a paved street .
2531531628.jpg; A little girl in a blue dress sitting on a park bench , sticking out her tongue .
7606751856.jpg; A woman is pouring an orange liquid into the champagne glasses .
816898146.jpg; A groom and his wife kiss while posing for photos .
3871177631.jpg; Three people are on the beach kneeling or standing near the water .
171133671.jpg; A middle-aged man stands in wet , unpaved cement with a somewhat puzzled look on his face .
4946431326.jpg; A man leans against a multicolored building outside .
3714551959.jpg; Someone in green pants is standing on a snowboard .
2546667441.jpg; A dog sniffs the grass .
7602898434.jpg; This BMX biker gets air while well protected by a red , white and blue helmet .
3846432179.jpg; a group of people in a small clearing of dead grass .
161329629.jpg; A group of people are dressed up in costumes in the woods .
7312171080.jpg; A lady in a sparkly dress is playing guitar and singing into a microphone .
2215767852.jpg; Customers shop for fresh fruit at an outdoor market .
4728038962.jpg; A person holds a bunch of balloons , many of which are of SpongeBob SquarePants .
7638344872.jpg; 2 man floating on rafts in the water .
141364977.jpg; Two women wearing red and black , are being watched while in a red cage .
3971425242.jpg; A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with pink hair .
4729751945.jpg; A person in a hat is pushing a blue cart with two wheels with lots of people behind them .
3215117062.jpg; People in a car showroom floor .
3583105294.jpg; A musical concert with a large number of people .
302241178.jpg; A dog picks up a stick with his mouth while treading through water .
3089107423.jpg; A cameraman is behind his video camera and surrounded by a hudge crowd .
6221289833.jpg; A teenage boy wearing white and green uniform playing soccer .
63960895.jpg; A woman is reading the Metro newspaper on a crowded subway train .
4760617550.jpg; A man in black pants and a white shirt crossing a bridge in front of a tan building .
6788100307.jpg; A man in strange clothes is holding up some kind of contraption while spectators watch .
146758244.jpg; Baby looking at the leaves on a branch of a tree .
358114269.jpg; A bicycler rides his bike on the road next to rocks with snow .
19810652.jpg; People on a street corner looking up at an unknown object next to a man in a wheelchair .
7632424360.jpg;" A black man in a suit is crying at a microphone podium that says "" National Baseball Hall of Fame . """
113637264.jpg; A man is mortaring bricks .
1184340890.jpg; A family coming back from shopping and a gentlemen is reading his newspaper to the side of the street .
4380054408.jpg; Men are lined up at a race with RUN FOR HAITI signs behind them .
238046200.jpg; Woman in jeans in mid leap on the sand at low tide at sundown .
198409708.jpg; Little boy watching baby as brother gets a henna tattoo .
3242808166.jpg; A person is riding a bike in a wooded area at night .
3251706225.jpg;" A man working behind an area marked off with "" caution "" tape at a train station ."
4957517464.jpg; People walking on the street behind a window advertising magazines .
457631171.jpg; A man stands next to a strange rock formation with his arms in the air .
1347001782.jpg; People are walking or running over a gray line on a large bridge .
3381788544.jpg; A group of asian women in sports attire , and one woman in the center is wearing a baseball cap .
4523882717.jpg; A man in a white shirt is reading the newspaper next to a man wearing dark sunglasses .
3524519277.jpg; Two men in black uniforms talking to a man holding a bottle of soda .
182396080.jpg; This clown is proud to be entertaining the crowd .
3730100976.jpg; People riding a boat on a clear day .
4095457211.jpg; A man is offering his wife his hand to help her cross the street .
2968182121.jpg; two dogs race across the track .
3639598548.jpg; A man in a white button-down shirt and black pants is slow dancing with a woman in a wedding gown .
3141293960.jpg; Person doing a skateboard trick in midair .
3711352975.jpg; A very young naked baby with a feeding tube in it 's nose is being washed by a female in a Rubbermaid type container filled with soap suds .
7723147862.jpg; A man is parasailing with mountains in the background .
4803843643.jpg; Two Asian men smile at the camera .
1673911365.jpg; A man is videotaping another man who is beginning to climb up a metal structure .
3710607005.jpg; A man in a blue shirt is looking up .
2961004039.jpg; Construction is being done on the watery banks of a town .
4799726314.jpg; A baby with a green bottom and red top lying in bed with a brown and white cat and also a black and white cat .
2755952680.jpg; a bicyclist jumping with his bike in midair
409072931.jpg; A soccer player in a blue uniform is about to do a corner kick at a soccer game .
5363528971.jpg; A person in a blue jumpsuit rides a blue ATV through a dirt track .
269650644.jpg; People skate in an urban outdoor ice skating rink
315125146.jpg; Brown and white dog biting man 's leather jacket .
3522495606.jpg; Many elderly people sit at tables with snow in the windows .
2746943665.jpg; A young boy in the water in 2 floating tubes .
2536876757.jpg; A man in blue fixing some type of machine .
4816813345.jpg; A man walks down a graffitied neighborhood with a boom box .
2042114239.jpg; Two guys installing tile in which is maybe a bathroom
753717493.jpg; A balding man with glasses hand-molds a bowl out of clay .
761000714.jpg; little kids playing soccer .
2858408189.jpg; A woman wearing a white head-covering holds her sleeping baby , who is wrapped in swaddling cloth .
4584924559.jpg; Two young boys are sleeping in their car seats in the back of a car .
4848630209.jpg; A tattoo artist works to tattoo a rose onto a client 's arm .
931028778.jpg; A group of people are standing together .
4853470866.jpg; Luggage carts all lined up and ready to be moved .
3489153328.jpg; Left-handed kid throwing a pitch with an umpire staring on in the background .
2234681386.jpg; A man on a bicycle rides past a big building .
3401343154.jpg; This is a small stamp with blue skies and white lines with green bushes .
7131816615.jpg; The bulls take on the Hawks in the NBA march madness .
2049051050.jpg; A woman wearing a black hat sits on the sand with a rock behind her .
1834548648.jpg; A little girl in a white sweater and hat smiles beside an outdoor fireplace .
3673032164.jpg; Two teenage girls arm wrestle while a third girl watches .
4213476956.jpg; An old woman is chopping up food on the sidewalk .
2331539071.jpg; The two workers enjoy a moment of levity while in the truck .
512309690.jpg; A woman wearing a white dress is playing an instrument .
2536792809.jpg; Men in orange work suits and hard hats working .
2382000085.jpg; A small boat in the reflection of a large building .
4334945607.jpg; A man is playing a guitar and two women in short , white dresses are standing beside him .
4609789441.jpg; A teen boy , with a black shirt , and blue jeans , performs a BMX trick .
2863186021.jpg; The back of a woman wearing a white jacket with blue jeans walking towards a flock of birds .
6046474576.jpg; Young man performs an artistic feat in front of a crowd .
3574244361.jpg; A child on a swing .
5436250638.jpg; Two surgeons hard at work examining a patient .
392950732.jpg; Two employees look on as another employee is tossing dough in a commercial kitchen .
4695264392.jpg; A woman in a purple shirt is running .
2110979954.jpg; Man in white hat riding horse lassos a small bovine .
2095478050.jpg; Three little girls look on as a boy plays the harmonica with an adult guiutarist sitting beside him .
75204250.jpg; A african descent male is repairing the clothes using his sewing machine .
5416571561.jpg; A child is jumping off of a small hill of snow .
4823937394.jpg; A blond women is laying down on a purple over stuffed cushion .
6148543097.jpg; A crowd of people walking .
2967123604.jpg; A little girl is talking to her father while she is waiting to eat .
2117596127.jpg; A woman dressed in black reading the paper while a pigeon watches .
38137970.jpg; Man wearing construction clothes sitting high up on a building .
3707283973.jpg; Three people walking in a park right outside of the city .
120889725.jpg; A person looking at the reflection of the moon .
127332812.jpg; Old man sits on rocks while working with his hands .
4966261267.jpg; Firefighter and firetruck responding to emergency .
878278559.jpg; A man in a black suit and spectacles is at a wedding reception holding a microphone .
4684510937.jpg; a soldier crouches beside a tank with a larger vehicle obscured in the background .
3078402009.jpg; The basketball player prepares to launch the ball to his teammate far down the court .
2397886149.jpg; Two women wearing coats and carrying bags walk down a street .
3432495898.jpg; A large dog is laying on its back , outside on a blacktop , with its legs in the air .
3420651743.jpg; A man in a hat stands in front of a brick wall .
3624076529.jpg; a brown dog swimming through a lake with a stick in his mouth .
3670907052.jpg; A guy in red on a bike in midair .
3198237818.jpg; A couple in bathing suits walk on a beach .
4677413867.jpg; A working girl is walking by a fence .
3558251719.jpg; A man holding stick and playing with a dog .
3652150541.jpg; A woman painting on makeup .
4670356028.jpg; A man in a New York shirt waits to cross the street .
2385744837.jpg; A boy in a red jacket slides down the ice .
8378599.jpg; A boy dressed in a blue coat skateboards down a street lined with parked cars .
7057696291.jpg; someone is cutting an onion
6990987537.jpg; A man is making a cut on a piece of board with an electrical saw .
3249738122.jpg; The crowd watches the musher 's dog sled .
2407528766.jpg; A guy in a red shirt and shorts wearing a bandanna riding a bicycle .
2782850287.jpg; Two children with goggles stand before a pool .
4557557135.jpg; A man is on the street selling yellow diamond shaped signs .
6524188417.jpg; A woman in a green coat is standing by a scope pointed towards the sky .
2444527362.jpg; There are two men on stage one is singing the other is playing a guitar wearing white pants .
23016221.jpg; A girl with a white top and yellow shorts is playing tennis .
2523934341.jpg; A person with an orange scarf on their head standing on the corner .
525338588.jpg; A crowd of young adults outside a nightclub .
4967475041.jpg; Man carrying groceries on a neighborhood sidewalk .
4771908421.jpg; A man near a Hawaiian sign .
3687940288.jpg; Small group of Korean War veterans parading down a street in a small town on a sunny day .
2380740486.jpg; A little girl is creeping behind two ducks at the top of a cliff overlooking the ocean .
2536853135.jpg; Two men in orange vests and hard hats work down in tunnels .
3240470193.jpg; Black woman with her baby tied to her back writing on a chalkboard .
2634085089.jpg; Young girl in white dress walks around a fountain .
3815003515.jpg; An old minivan painted to look like the Mystery Machine from Scooby-Doo drives past a white building .
3362086744.jpg; A baseball player is putting all his might in to throwing a ball .
374949614.jpg; A construction worker , with his back to the camera , standing in a cloud of dust .
2074686457.jpg; AA man performs a ceremony .
4511764901.jpg; A woman walks toward the top of an escalator , with a castle in the background outside the windows .
4857769140.jpg; A girl in a red checked top is chasing pigeons on a street .
2401794446.jpg; Three people sit against a wall and use their phones to capture what 's taking place .
2871962580.jpg; One football player holding the ball is chased by another football player from the opposing team
4820804277.jpg; A young girl in a white shirt and green skirt looking at books .
6276644870.jpg; Two motorcycle racers are in a close race .
4434125934.jpg; A man , dressed in bright blue jeans and a plaid shirt , mows a shaggy green lawn in his cozy suburban front yard .
6142334811.jpg; Two workers are wearing orange shirts and orange hard hats one of them feeds a tree into a wood-chipper machine while the other fumbles with his headgear .
6309782007.jpg; Two men posing for a picture while getting ready to have a drink .
1818403842.jpg; Two dogs are leaping into a swimming pool trying to fetch the yellow toy that is floating in the water .
2908493594.jpg; A person in a blue jacket sleeping on a bench .
3546342037.jpg; A marriage ceremony taking place .
7293099510.jpg; An elderly black man using a sewing machine on a shirt .
2085255128.jpg; A medium sized child jumps off of a dusty bank over a creek .
3286045254.jpg; The man in blue has the basketball while the man on the left watches and the man on the right tries to stop him .
4862281139.jpg; an Asian girl sitting on a bench outside .
2778696039.jpg; A boy wearing a red shirt and blue shorts is walking outside .
2310972631.jpg; a young girl , wearing a jacket and carrying a cup , balancing on a concrete ledge .
527272653.jpg; Three boys on an intertube in water
2354366043.jpg; Two people working on designs in fabric .
1391386453.jpg; A man in a military style uniform is standing with his arms behind his back in a public corridor .
4328469705.jpg; Two boys , one with a purple thing in his hair .
2687563925.jpg; A man in black shirt with glasses raises his right hand while he is in the middle of the crowd .
4972635204.jpg; A man in a white shirt is riding a white scooter .
3286620180.jpg; A large group of men and woman all wearing red t-shirts participate in a race .
6853360659.jpg; A lady with red-hair is submerged from the neck down in what looks like cold water .
4840742835.jpg; A lady walking on the sidewalk dressed in a blue pants , a hat and a purple & white coat , passing by a Bagel shop .
515264042.jpg; A skateboarder is performing a trick near a busy street .
6068386039.jpg; An unhappy , wet , black and gray dog sat on the floor while its owner tried to dry it with a blow-dryer .
2650485780.jpg; Six children in a row with small musical instruments .
3999027517.jpg; Large group of people watching a musical performance at a market outside .
2876232980.jpg; A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow .
4756089619.jpg; A street vendor in Asia tries to bring in more customers .
4982003362.jpg; A young lady with a blue cap , and eyeglasses is sitting on the sidewalks waiting for the parade .
240101066.jpg; People are setting up chairs on a beach .
3981584370.jpg; A woman in a roller derby competition .
6458049647.jpg; A biker rides through a wild yet beautiful wooded area .
4575380951.jpg; A woman sitting at a table preparing food .
8209386413.jpg; A young boy sits on a rock overlooking a scenic view of mountains .
4953325348.jpg; A black female bike rider is crossing a bridge using the bike lane .
2888520501.jpg; A man working on a large piece of equipment .
2460134050.jpg; A blurred image of a black and white dog running through the grass .
3484526708.jpg; Two young children playing in the grass .
6993511259.jpg; Three people are jogging together in a race .
5148650470.jpg; A man in a Tyrolean hat decorates a tan and white cow with ribbons and evergreen while a woman holds the cow 's head .
226310412.jpg; A man without a shirt on is doing work on the side of a building .
3601419342.jpg; A young woman in a green t-shirt gives the thumbs up on a mountain .
3569667295.jpg; A spotted black and white dog splashes in the water .
4594171071.jpg; Kids participate in a potato sack race .
2695001634.jpg; Two woman with white purses walk down the city street .
2309649133.jpg; A meeting is taking place .
2190899457.jpg; People are being photographed while mountain climbing or hiking .
6848969863.jpg; Three people drinking and having a good time .
2349781135.jpg; A man leans on a wall in the city .
4815358491.jpg; a small family at a wedding .
4915118332.jpg; A woman pushes a child in a stroller with several people on bikes behind .
4702734830.jpg; A woman in a black dress and fluffy earmuffs walking down the street .
233319956.jpg; One woman , with red-hair pulled back in a ponytail , is setting down on a white seat , playing the cello , and has music stands , with music sheets , surrounding her .
4182684430.jpg; Two men building a new chimney .
6927762908.jpg; Hatchback red car racing around the track ahead of two trailing pray .
4983599197.jpg; A man standing with his eyes downcast .
492493570.jpg; The little girl plays along the shoreline as the seagull passes by .
3268443910.jpg; A man in an orange shirt playing tennis .
4864924199.jpg; Two women stand near a group of bicycles .
10919429.jpg; A male in a black shirt , and black pants , working on the engine of an old , green antique automobile , with a yellow gas canister sitting on the grass .
2637510448.jpg; Person in pink skis wearing skis on a slope .
3711253664.jpg; A man holding a baby is sitting on a rock outside .
1693733107.jpg; Two elderly people sit in handicapped chairs on a train .
4446482718.jpg; An elderly woman crossing a busy city street .
2591603141.jpg; One brown and black dog standing in the sand at the beach .
4656225038.jpg; Two girls play on a tree along with their pet dog .
3769934267.jpg; An older gentleman is selling produce out of the back of his truck as a woman peruses his products .
4784654965.jpg; A woman stands in a crowd wearing a green shirt , pink backpack , and a mexican flag attached to the bag .
4692456296.jpg; A woman holding a little girls hand walking across a bridge .
3387994674.jpg; Three teenage boys in t-shirts are walking down the street .
4971205276.jpg; Man in white shirt looks at a sign on a window .
209073498.jpg; A man wearing a yellow USA shirt sits outside of a building with its doors open .
4745009944.jpg; Woman in blue hula dancing .
4546706008.jpg; Man and a woman at the side of a table covered in books .
3396153660.jpg; Two women , one with tattoos , hold each other and smile .
3583293892.jpg; A pitcher throwing a ball at a baseball game
506882688.jpg; People standing in water spouts in the city on a sunny day .
3855396443.jpg; Line of people waiting to checkout at a store .
455856615.jpg; A skier flies through the air .
4554539616.jpg; Two men , one young , and one middle-aged , work on a small computer with a screwdriver .
5958376440.jpg; A man leads two donkeys on a rope while three women clap in the background .
4898266768.jpg; A woman and her children posing in the pool , both boys have floaters on .
3916066890.jpg; SOmeone in a green shirt is holding money while a man in a baseball cap is holding out his wallet at a function of some sort .
3090593241.jpg; A large crowd of people wait in line to get into a football game .
386656845.jpg; Two dogs standing in snow .
359203628.jpg; A young woman holding on to a silver rope .
3021616312.jpg; A cute toddler is playing in the grass in the park .
3215870337.jpg; A crowd of people in front of a memorial in Washington DC .
87119046.jpg; A young boy jumps off a bench while an older woman holds his hand and an older man looks on .
352053049.jpg; A man in a blue shirt walks past a building with a lot of signs on the wall .
70995350.jpg; A person on a parasail jumps off a wave .
3376924230.jpg; The man and his two kids are about to walk past a person .
3454728570.jpg;" People are walking by a bright carousel ; some people are sitting ."
2057257964.jpg; One man in a gray shirt making breakfast .
5696581092.jpg; Rock band performing live on stage , with a big star on stage .
2131762850.jpg; A boy wearing an orange coat winks at the camera .
3125158798.jpg; Man and Woman standing together on a cobbled street having their picture taken .
2936590102.jpg; A Greyhound dog is wearing a red jersey with the number one on it and is mid run .
958326692.jpg; The sun is blazing through the trees onto a green tent in the woods .
6943166220.jpg; Barefoot grain workers sift grain on colored tarp .
357924786.jpg; A woman talks to her friends while sitting in a restaurant .
3753827435.jpg; A woman in a bandanna throws an arrow at a carrot-shaped target leaning against a hill .
4569391692.jpg; At a rodeo , a rider gets thrown off the bull .
2344898759.jpg; A woman talking on a cellphone near water .
4817935794.jpg; A man in a white shirt and black pants holds a child that is harnessed along with another man to a suspension cable .
2602935297.jpg; A group of children raise both hands in the air as parents look on .
3931385671.jpg;" A vendor wearing a red shirt and khaki bottoms hands someone an Italian Ice from his cart that reads "" Bada Bing "" ."
20702864.jpg; Two men are using a jackhammer near a drain on a sidewalk .
2133199628.jpg; This woman is laying on concrete .
3486538055.jpg; Two dogs biting each other playfully while jumping
4788161255.jpg; A guitarist walks crosses the road .
7186551316.jpg; A young dark-haired woman wearing a polka-dot top , glasses with brown frames , and wearing a happy expression on her face .
3584406900.jpg; Two boys swing standing up on a yellow swing set
2339516180.jpg; This man with three dogs takes his route along the tree-lined street .
2106772874.jpg; A white dog plays with a brown dog on carpet .
2917463531.jpg; Sailors stand at the top of a gangplank to a large boat .
2345391999.jpg; a swimmer about to start a race .
4756096571.jpg; One woman and two pedestrians are crossing the road at an intersection .
6893218038.jpg; A female researcher looking through a microscope .
235834122.jpg; 4 people are lying down stacked on top of one another on a white sheet placed on the ground .
5633423671.jpg; A concert with a blue shirted boy in the front and light shining in the back
4717261252.jpg; A woman wearing a lot of makeup has just finished eating something and had a white and red wrapper in her hand .
4948403203.jpg; A man is sitting against a pole on the beach while reading a paper .
2971285079.jpg; There is 1 girl playing the cello and has half her face painted like a zombie .
3015898903.jpg; Man with red marks around mouth standing with two women who are wearing black .
3251976937.jpg; The brown dog running in the snow is carrying a large stick , also covered with snow .
5902223492.jpg; People dressed as soldiers in the Revolutionary War are surrounding an older version of the American flag .
3639704469.jpg; A man and a woman in wedding clothes look out toward the water .
3328495660.jpg; Three women sit together near woven walls .
4569657671.jpg; A couple sitting by a bush .
1360456780.jpg; A woman is celebrating festivities , wearing colorful clothing , and walking elegantly .
3044746136.jpg; A man is giving a presentation in front of a lot of people .
7433123648.jpg; Two cyclists in blue uniforms compete against each other down the bicycle course .
4982521008.jpg; A man taking pictures in the shadows .
4862148055.jpg; Two women waiting on the sidewalk in front of a large advertisement banner .
6216794312.jpg; A man and a woman are on a sidewalk next to a lake or ocean , taking pictures of the mountains in the background .
2966221503.jpg; A smiling woman cleaning a backyard pool while a man stands nearby with his hands on his hips , looking at the pool .
60908622.jpg; A man using a radial saw .
854623746.jpg; Two men and one woman are playing bagpipes in a kitchen .
4970968773.jpg; A woman wearing jeans and a blue shirt is standing outside smoking a cigarette .
4282604922.jpg; People wearing hats are ordering food outside .
1732217138.jpg; Two people sitting , facing away , with dreadlocks .
3643684616.jpg; Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing .
6634655583.jpg; A person is driving a black two-door sedan down a road next to a freight train 's cars .
5621180809.jpg; Four children are playing in the sand near the water 's edge .
2788183053.jpg; Two men at the beach eating snacks off of paper plates .
3644136054.jpg; A man in a blue shirt is riding a bicycle down a long paved road .
129846884.jpg; A boy in blue jeans is playing with a toy car on the lawn .
1348891916.jpg; A wet dog on a leash is running through some water .
4876652032.jpg; There are two woman wearing sunglasses next to each other and one of them is holding a camera .
5303395266.jpg; A helmeted BMX biker leaps into the air on his bike .
428796930.jpg; A black dog playing with a green toy .
1184440714.jpg; two white teenage girls are holding hands while jumping up into the air .
485741580.jpg; A black and tan dog sleeps in the car .
4063381040.jpg; A group of people holding up fabric flags and walking down the street .
2718495608.jpg; A girl wearing a yellow shirt and sunglasses smiles .
1191939974.jpg; A man wearing a construction hat and gloves works with machinery .
2472634822.jpg; A young Asian boy running with a white and gray dog on green grass .
170292350.jpg; The pitcher is wearing a red uniform shirt .
3540155303.jpg; A man is doing a bicycle trick at a bike park with ramps .
436608339.jpg; a couple posing in front of a picture wall
4376363559.jpg; A rider is being ready to ride a horse .
17396786.jpg; A man in a red shirt and a woman in a colorful shirt and sitting outside .
4508972634.jpg; A table is illuminated with several different colored jar candles and three people are standing around it .
3091369572.jpg; Two men with guitars are performing on stage .
3457455611.jpg; Little boy in green tube smilling with his hair sticking up he has on a black and blue striped shirt and tennis shoes .
2895580381.jpg; A woman walking with a balding man points ahead .
6220789654.jpg; A woman is playing the violin and singing at the same time while sitting in a chair .
7171239994.jpg; three men in a boat on the water .
3223055565.jpg; A man stands in the snow and holds a toy up while a black dog jumps for it .
4503699216.jpg; A woman with a nose ring is holding an umbrella .
1478268555.jpg; a lone rock climber in a harness climbing a huge rock wall .
1785138090.jpg; A woman in a skimpy bathing suit walks away .
443756591.jpg; Two children , a boy and a girl , sit on a swing overlooking trees .
4759024173.jpg; A man in a green sleeveless shirt is sitting down , playing an electronic keyboard .
2932550680.jpg; Men wearing baseball caps work on a cement floor .
418357172.jpg; a brown and black dog running on a shore near the beach .
6703928187.jpg; A little boy playing with a mop that is moving quickly , and has many toys in the background .
241345446.jpg; A discouraged looking football coach .
7541450008.jpg; Two men paint a curb on a busy street corner .
1130401779.jpg; Two dogs splash through the water .
213093138.jpg; A young man has fallen asleep outside while resting his head on his backpack .
2212734287.jpg; A man wearing a seat belt and sunglasses rests his head at an angle inside a vehicle .
191652362.jpg; Two women , wearing hats , sunglasses , and gloves , wave goodbye .
4733508705.jpg; A woman wearing a tan hat with a red sweatshirt wrapped around her shoulders stands in the middle of a small crowd .
4928783075.jpg; Young boy flying a toy airplane in an open field of hay .
5710857189.jpg; A group of people in inflatable rafts trying to maneuver in an icy river .
1126137905.jpg; A group of people are standing outside at a carnival , near a ride called the Green Jungle .
3159641529.jpg; A white dog with a red collar and black spots runs on newly cut grass .
428979011.jpg; A guy with a yellow outfit on standing behind a microphone under a tent .
4886280540.jpg; A woman in striped tights is being guided with strings .
4392524083.jpg; A young man in a hospital gown lays in a hospital bed , on oxygen .
3486135177.jpg; A snowboarder in a blue and white jacket does a hand plant with their snowboard in the air .
71174245.jpg; An audience of senior citizens is sitting for some kind of presentation .
3587781729.jpg; This picture shows a blond-haired boy and brown-haired boy smiling while swinging on a tire swing .
318070878.jpg; A girl in gold and purple is holding a rainbow afghan .
4960364637.jpg; A lifeguard dressed in red sitting at their post .
4848645410.jpg; The man wearing a white shirt stopped to take a picture .
942399470.jpg; A bearded man is sitting on a bench wearing a fur lined jacket and hat .
4931423774.jpg; A woman on the back of a horse ropes a cattle .
266316342.jpg; A woman in a purple sweater stands with her arms folded beside several pieces of luggage while two other women stand beside her , looking in her direction .
4019373509.jpg; A young girl dressed in brown dress and sandals scowls at a young boy dressed in black hat , tank top , and blue cargo shorts as he tosses a silver ball towards a identical ball .
4980932600.jpg; People walk across a crosswalk .
153374075.jpg; A construction worker working on a building .
2131732722.jpg; Two males in black jackets have a conversation while walking down the street .
4983959726.jpg; A man is pedaling a bicycle down the walkway of a lighted tunnel .
445259867.jpg; A bunch of different kids sit in a bunch of canoes .
6065938960.jpg;" Several African people are gathered outside a dilapidated building ; while four of the men are sitting on the right underneath a sign that reads "" Beauty Parlour "" , a vendor sells vegetables from a cart on the left hand side ."
4243568636.jpg; Five construction workers in orange vests and orange hard-hats standing outside in the rain .
2826769554.jpg; The wet , brown dog has a stick in his mouth and is running in the sand next to the water .
1406010299.jpg; A young kid wears an eye patch and a bright colored bandanna .
4855810908.jpg; A group of children is sitting in a park and putting bicycles together .
2341254813.jpg; a boy in a green shirt is jumping with his arms in the air at the end of a bowling alley .
4803790464.jpg; A man with a red and gold costume is standing in a street smoking a cigarette .
4604111022.jpg; He is eating roadside dish and enjoying it .
3217056901.jpg; A group of Asian children are part of an audience sitting on blue benches .
16151663.jpg; Two ladies play the violin and the guitar on the street to entertain the passer byes .
4739130060.jpg; Passengers getting on , and off a trolley .
4110261078.jpg; Someone walks along a lonely pathway in a nearly abandoned passageway .
3728164558.jpg; Two woman stand near a door .
4949723702.jpg; A boy dressed like a Trojan soldier is having his picture taken by a woman wearing a blue shirt .
2213987357.jpg; A man overlooks stands on the beach overlooking the sea with a cityscape in the background .
1678396864.jpg; A little boy and elderly Lady are sharing a black umbrella .
3704642429.jpg; She is screaming into the microphone .
3613705104.jpg; A male skateboarder is skating in a vandalized skate park .
2169951750.jpg; A dog runs outside .
4655477763.jpg; A man in a white shirt taking a picture .
446714977.jpg; Four musicians playing guitars in a club .
4970590451.jpg; A motorcyclist is sporting a very colorful helmet .
4972129585.jpg; Seniors gathered around a table .
292632657.jpg; Two young women speak at a restaurant .
3561543598.jpg; Men in uniform , with flags , are gathered outdoors for a ceremony .
4560829458.jpg; A woman walks down a sidewalk .
